stimulus,correct_answer,correct_1,kitchens_1,kitchens_2,bedrooms_1,bedrooms_2,living_rooms_1,living_rooms_2,subject_id,task,block_total,block_scene,trial_block,trial_total,target_cat,category,cond_cat,cond_mem,conceptual,perceptual,typicality,n,p_typicality,p_conceptual,p_perceptual,r_typicality,r_conceptual,r_perceptual,cat_training_trials.thisRepN,cat_training_trials.thisTrialN,cat_training_trials.thisN,cat_training_trials.thisIndex,memo_training_trials.thisRepN,memo_training_trials.thisTrialN,memo_training_trials.thisN,memo_training_trials.thisIndex,categorization_trials.thisRepN,categorization_trials.thisTrialN,categorization_trials.thisN,categorization_trials.thisIndex,kitchen_a_categorization_trials.thisRepN,kitchen_a_categorization_trials.thisTrialN,kitchen_a_categorization_trials.thisN,kitchen_a_categorization_trials.thisIndex,kitchen_a_memotest.thisRepN,kitchen_a_memotest.thisTrialN,kitchen_a_memotest.thisN,kitchen_a_memotest.thisIndex,kitchen_b_categorization_trials.thisRepN,kitchen_b_categorization_trials.thisTrialN,kitchen_b_categorization_trials.thisN,kitchen_b_categorization_trials.thisIndex,kitchen_b_memotest.thisRepN,kitchen_b_memotest.thisTrialN,kitchen_b_memotest.thisN,kitchen_b_memotest.thisIndex,living_a_categorization_trials.thisRepN,living_a_categorization_trials.thisTrialN,living_a_categorization_trials.thisN,living_a_categorization_trials.thisIndex,living_a_memotest.thisRepN,living_a_memotest.thisTrialN,living_a_memotest.thisN,living_a_memotest.thisIndex,living_b_categorization_trials.thisRepN,living_b_categorization_trials.thisTrialN,living_b_categorization_trials.thisN,living_b_categorization_trials.thisIndex,living_b_memotest.thisRepN,living_b_memotest.thisTrialN,living_b_memotest.thisN,living_b_memotest.thisIndex,bed_a_categorization_trials.thisRepN,bed_a_categorization_trials.thisTrialN,bed_a_categorization_trials.thisN,bed_a_categorization_trials.thisIndex,bed_a_memotest.thisRepN,bed_a_memotest.thisTrialN,bed_a_memotest.thisN,bed_a_memotest.thisIndex,bed_b_categorization_trials.thisRepN,bed_b_categorization_trials.thisTrialN,bed_b_categorization_trials.thisN,bed_b_categorization_trials.thisIndex,bed_b_memotest.thisRepN,bed_b_memotest.thisTrialN,bed_b_memotest.thisN,bed_b_memotest.thisIndex,thisRow.t,notes,instructions_cat_2.started,instructions_cat_2.stopped,cat_training_key.keys,cat_training_key.corr,cat_training_key.rt,cat_training_key.duration,memo_training_slider_key_resp.keys,memo_training_slider_key_resp.rt,memo_training_slider_key_resp.duration,bed_b_text_2.started,bed_b_block_no.started,bed_picture_image.started,bed_picture_image.stopped,bed_picture_resp.keys,bed_picture_resp.corr,bed_picture_resp.rt,bed_picture_resp.duration,memotest_task_slider_key_resp.keys,memotest_task_slider_key_resp.rt,memotest_task_slider_key_resp.duration,participant,Alter,Geschlecht,Haendigkeit,date,expName,psychopyVersion,frameRate,expStart,
stimuli/img_g7870.png,f,,0,0,0,1,0,0,1,categorization,1,2,17,260,bedrooms,kitchens,distractor,None,68.70967741935483,44.2258064516129,56.46774193548387,31,4,4,4,4,4,4,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,16,,,,,129.5787532919785,,,,,,,,,,,,,130.34301587496884,131.09142291697208,j,0,132.75303016696125,None,,,,1,,,,2024-06-22_15h28.29.238,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 15h28.36.290939 +0200,
stimuli/img_2pk6v.png,j,,0,0,0,1,0,0,1,categorization,1,2,20,263,bedrooms,bedrooms,target,None,85.08108108108108,66.16216216216216,75.62162162162161,37,9,9,9,9,9,8,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,19,,,,,132.7853147079586,,,,,,,,,,,,,133.37427808297798,,j,1,133.3051999169984,None,,,,1,,,,2024-06-22_15h28.29.238,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 15h28.36.290939 +0200,
stimuli/img_xy930.png,f,,0,0,0,1,0,0,1,categorization,1,2,33,276,bedrooms,living_rooms,distractor,None,70.5952380952381,49.47619047619047,60.03571428571429,42,6,6,6,5,5,5,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,32,,,,,133.3848340419936,,,,,,,,,,,,,134.14920837496174,134.8913377499557,j,0,135.68937362497672,None,,,,1,,,,2024-06-22_15h28.29.238,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 15h28.36.290939 +0200,
stimuli/img_t4hvr.png,j,,0,0,0,1,0,0,1,categorization,1,2,18,261,bedrooms,bedrooms,target,None,61.69230769230769,39.76923076923077,50.73076923076923,39,3,3,3,4,3,4,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,17,,,,,135.71872212499147,,,,,,,,,,,,,136.0175645420095,,j,1,136.2936604580027,None,,,,1,,,,2024-06-22_15h28.29.238,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 15h28.36.290939 +0200,
stimuli/img_q1ynd.png,f,,0,0,0,1,0,0,1,categorization,1,2,24,267,bedrooms,kitchens,distractor,None,70.05714285714286,47.31428571428572,58.68571428571429,35,5,5,5,5,5,5,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,23,,,,,136.31123574997764,,,,,,,,,,,,,137.16540624998743,,j,0,137.47873391699977,None,,,,1,,,,2024-06-22_15h28.29.238,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 15h28.36.290939 +0200,
stimuli/img_aweye.png,j,,0,0,0,1,0,0,1,categorization,1,2,10,253,bedrooms,bedrooms,target,None,53.42105263157895,31.84210526315789,42.63157894736842,38,2,2,2,3,3,2,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,9,,,,,137.49561599997105,,,,,,,,,,,,,137.84043637500145,138.58511766698211,j,1,139.832266582991,None,,,,1,,,,2024-06-22_15h28.29.238,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 15h28.36.290939 +0200,
stimuli/img_4ufga.png,f,,0,0,0,1,0,0,1,categorization,1,2,25,268,bedrooms,kitchens,distractor,None,67.79411764705883,41.5,54.64705882352941,34,4,4,4,4,4,4,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,24,,,,,139.84638933296083,,,,,,,,,,,,,140.21394762495765,,j,0,140.62081499997294,None,,,,1,,,,2024-06-22_15h28.29.238,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 15h28.36.290939 +0200,
stimuli/img_3bxjb.png,j,,0,0,0,1,0,0,1,categorization,1,2,39,282,bedrooms,bedrooms,target,None,87.28571428571429,72.65714285714286,79.97142857142858,35,10,10,10,9,9,10,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,38,,,,,140.63579549995484,,,,,,,,,,,,,141.03019712498644,,j,1,141.6475414999877,None,,,,1,,,,2024-06-22_15h28.29.238,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 15h28.36.290939 +0200,
stimuli/img_pt3d7.png,f,,0,0,0,1,0,0,1,categorization,1,2,15,258,bedrooms,kitchens,distractor,None,65.08571428571429,44.65714285714286,54.87142857142857,35,4,4,4,4,4,4,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,14,,,,,141.66246229200624,,,,,,,,,,,,,141.87297662498895,142.61866608296987,j,0,145.4327417499735,None,,,,1,,,,2024-06-22_15h28.29.238,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 15h28.36.290939 +0200,
stimuli/img_5mw7y.png,f,,0,0,0,1,0,0,1,categorization,1,2,37,280,bedrooms,living_rooms,distractor,None,72.6590909090909,50.86363636363637,61.76136363636364,44,6,6,6,6,6,6,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,36,,,,,145.44651329197222,,,,,,,,,,,,,145.98347450001165,,j,0,146.33221183298156,None,,,,1,,,,2024-06-22_15h28.29.238,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 15h28.36.290939 +0200,
stimuli/img_9pfbj.png,j,,0,0,0,1,0,0,1,categorization,1,2,30,273,bedrooms,bedrooms,target,None,91.27272727272727,80.0909090909091,85.68181818181819,33,10,10,10,10,10,10,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,29,,,,,146.3471849169582,,,,,,,,,,,,,146.87443662498845,,j,1,147.1799392499961,None,,,,1,,,,2024-06-22_15h28.29.238,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 15h28.36.290939 +0200,
stimuli/img_okvvw.png,j,,0,0,0,1,0,0,1,categorization,1,2,13,256,bedrooms,bedrooms,target,None,50.58333333333334,32.11111111111111,41.34722222222223,36,2,2,2,2,2,3,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,12,,,,,147.19640070799505,,,,,,,,,,,,,147.57433341699652,148.31880829198053,j,1,153.71739270800026,None,,,,1,,,,2024-06-22_15h28.29.238,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 15h28.36.290939 +0200,
stimuli/img_jivhq.png,j,,0,0,0,1,0,0,1,categorization,1,2,34,277,bedrooms,bedrooms,target,None,37,22.26530612244898,29.63265306122449,49,2,2,2,2,2,2,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,33,,,,,153.730383624963,,,,,,,,,,,,,154.44435520796105,155.19178299995838,j,1,157.4092307499959,None,,,,1,,,,2024-06-22_15h28.29.238,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 15h28.36.290939 +0200,
stimuli/img_swq34.png,f,,0,0,0,1,0,0,1,categorization,1,2,23,266,bedrooms,living_rooms,distractor,None,64.11363636363636,43.04545454545455,53.57954545454545,44,5,5,5,5,5,5,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,22,,,,,157.4358869169955,,,,,,,,,,,,,157.79408979200525,,j,0,158.32774458295899,None,,,,1,,,,2024-06-22_15h28.29.238,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 15h28.36.290939 +0200,
stimuli/img_73pyk.png,f,,0,0,0,1,0,0,1,categorization,1,2,22,265,bedrooms,living_rooms,distractor,None,69.27659574468085,47.27659574468085,58.27659574468085,47,5,5,5,5,5,5,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,21,,,,,158.34498812496895,,,,,,,,,,,,,159.01490466698306,,j,0,159.24623291700846,None,,,,1,,,,2024-06-22_15h28.29.238,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 15h28.36.290939 +0200,
stimuli/img_kzg3h.png,j,,0,0,0,1,0,0,1,categorization,1,2,19,262,bedrooms,bedrooms,target,None,77.02777777777777,56.22222222222222,66.625,36,7,7,7,7,7,7,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,,,,,159.26301925000735,,,,,,,,,,,,,159.8085697919596,,j,1,160.4234808330075,None,,,,1,,,,2024-06-22_15h28.29.238,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 15h28.36.290939 +0200,
stimuli/img_anjr0.png,f,,0,0,0,1,0,0,1,categorization,1,2,29,272,bedrooms,kitchens,distractor,None,67.88888888888889,45.80555555555556,56.84722222222222,36,4,4,4,4,4,4,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,28,,,,,160.43650037498446,,,,,,,,,,,,,160.66476495796815,,j,0,161.35035487497225,None,,,,1,,,,2024-06-22_15h28.29.238,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 15h28.36.290939 +0200,
stimuli/img_d0k76.png,f,,0,0,0,1,0,0,1,categorization,1,2,14,257,bedrooms,kitchens,distractor,None,67.0909090909091,46.3030303030303,56.6969696969697,33,4,4,4,4,4,4,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,13,,,,,161.36315499997,,,,,,,,,,,,,161.66571733297314,162.40916400001151,j,0,162.55759537499398,None,,,,1,,,,2024-06-22_15h28.29.238,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 15h28.36.290939 +0200,
stimuli/img_hc49v.png,f,,0,0,0,1,0,0,1,categorization,1,2,1,244,bedrooms,living_rooms,distractor,None,70.95121951219512,53.31707317073171,62.13414634146342,41,6,6,6,6,6,6,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,0,,,,,162.57016158296028,,,,,,,,,,,,,162.90670508297626,,j,0,163.22911116696196,None,,,,1,,,,2024-06-22_15h28.29.238,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 15h28.36.290939 +0200,
stimuli/img_cgdyc.png,j,,0,0,0,1,0,0,1,categorization,1,2,40,283,bedrooms,bedrooms,target,None,32.93023255813954,14.04651162790698,23.48837209302326,43,1,1,1,1,1,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,39,,,,,163.24643999995897,,,,,,,,,,,,,164.23659362498438,,j,1,164.47917120798957,None,,,,1,,,,2024-06-22_15h28.29.238,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 15h28.36.290939 +0200,
stimuli/img_koooi.png,f,,0,0,0,1,0,0,1,categorization,1,2,28,271,bedrooms,living_rooms,distractor,None,63.95454545454545,44.56818181818182,54.26136363636364,44,5,5,5,5,5,5,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,27,,,,,164.49674583296292,,,,,,,,,,,,,165.40774070797488,,j,0,165.35742320795543,None,,,,1,,,,2024-06-22_15h28.29.238,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 15h28.36.290939 +0200,
stimuli/img_oau79.png,f,,0,0,0,1,0,0,1,categorization,1,2,3,246,bedrooms,kitchens,distractor,None,70.86486486486487,49,59.93243243243244,37,5,5,5,5,5,5,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,2,,,,,165.41954008297762,,,,,,,,,,,,,166.15004620800028,166.89287616696674,j,0,182.80569879198447,None,,,,1,,,,2024-06-22_15h28.29.238,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 15h28.36.290939 +0200,
stimuli/img_lgxzn.png,f,,0,0,0,1,0,0,1,categorization,1,2,11,254,bedrooms,living_rooms,distractor,None,73.11363636363636,49.97727272727273,61.54545454545455,44,6,6,6,6,6,5,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,10,,,,,182.82069670798955,,,,,,,,,,,,,183.20906958298292,,j,0,183.2735757919727,None,,,,1,,,,2024-06-22_15h28.29.238,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 15h28.36.290939 +0200,
stimuli/img_wz6x5.png,f,,0,0,0,1,0,0,1,categorization,1,2,5,248,bedrooms,living_rooms,distractor,None,68.3695652173913,48.47826086956522,58.42391304347826,46,5,5,5,5,5,5,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,4,,,,,183.29036449996056,,,,,,,,,,,,,183.75982912495965,,j,0,183.9179569169646,None,,,,1,,,,2024-06-22_15h28.29.238,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 15h28.36.290939 +0200,
stimuli/img_ose78.png,j,,0,0,0,1,0,0,1,categorization,1,2,2,245,bedrooms,bedrooms,target,None,80.19444444444444,60.25,70.22222222222223,36,8,7,7,7,7,7,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,1,,,,,183.93093679199228,,,,,,,,,,,,,184.24972854199586,,j,1,184.33538037497783,None,,,,1,,,,2024-06-22_15h28.29.238,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 15h28.36.290939 +0200,
stimuli/img_gbypq.png,j,,0,0,0,1,0,0,1,categorization,1,2,8,251,bedrooms,bedrooms,target,None,76.275,51.925,64.1,40,6,6,6,6,6,6,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,7,,,,,184.34747958299704,,,,,,,,,,,,,184.8653859999613,,j,1,184.82786191697232,None,,,,1,,,,2024-06-22_15h28.29.238,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 15h28.36.290939 +0200,
stimuli/img_5p2ql.png,j,,0,0,0,1,0,0,1,categorization,1,2,6,249,bedrooms,bedrooms,target,None,89.19565217391305,72.52173913043478,80.8586956521739,46,10,10,10,10,10,9,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,5,,,,,184.87413424998522,,,,,,,,,,,,,185.4067957919906,,j,1,185.36431904201163,None,,,,1,,,,2024-06-22_15h28.29.238,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 15h28.36.290939 +0200,
stimuli/img_b971s.png,f,,0,0,0,1,0,0,1,categorization,1,2,21,264,bedrooms,kitchens,distractor,None,70.5,47.61111111111111,59.05555555555556,36,5,5,5,5,5,5,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30,30,20,,,,,185.42003574996488,,,,,,,,,,,,,186.42736304196296,,j,0,186.4103427499649,None,,,,1,,,,2024-06-22_15h28.29.238,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 15h28.36.290939 +0200,
stimuli/img_53nbn.png,f,,0,0,0,1,0,0,1,categorization,1,2,4,247,bedrooms,living_rooms,distractor,None,73.28888888888889,51.15555555555556,62.22222222222223,45,6,6,6,6,6,6,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,31,31,3,,,,,186.4364465419785,,,,,,,,,,,,,186.79996087501058,,j,0,186.83987074997276,None,,,,1,,,,2024-06-22_15h28.29.238,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 15h28.36.290939 +0200,
stimuli/img_anzgh.png,j,,0,0,0,1,0,0,1,categorization,1,2,32,275,bedrooms,bedrooms,target,None,75.10526315789474,55.76315789473684,65.4342105263158,38,6,6,6,6,6,6,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,32,32,31,,,,,186.87015674996655,,,,,,,,,,,,,187.61479199997848,,j,1,187.72229812497972,None,,,,1,,,,2024-06-22_15h28.29.238,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 15h28.36.290939 +0200,
stimuli/img_kost0.png,f,,0,0,0,1,0,0,1,categorization,1,2,38,281,bedrooms,living_rooms,distractor,None,63.09090909090909,42.77272727272727,52.93181818181819,44,5,5,5,5,5,5,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,33,37,,,,,187.7401167919743,,,,,,,,,,,,,188.36544933298137,,j,0,188.4227172919782,None,,,,1,,,,2024-06-22_15h28.29.238,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 15h28.36.290939 +0200,
stimuli/img_bj2gr.png,j,,0,0,0,1,0,0,1,categorization,1,2,12,255,bedrooms,bedrooms,target,None,65.25,44.8,55.025,40,4,4,4,4,4,4,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,34,34,11,,,,,188.4535157919745,,,,,,,,,,,,,189.14599133300362,,j,1,189.11844283295795,None,,,,1,,,,2024-06-22_15h28.29.238,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 15h28.36.290939 +0200,
stimuli/img_68wfw.png,f,,0,0,0,1,0,0,1,categorization,1,2,7,250,bedrooms,kitchens,distractor,None,68.87878787878788,48.96969696969697,58.92424242424242,33,5,5,5,5,5,5,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,35,35,6,,,,,189.17007074999856,,,,,,,,,,,,,189.91614466696046,,j,0,189.972401542007,None,,,,1,,,,2024-06-22_15h28.29.238,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 15h28.36.290939 +0200,
stimuli/img_z3yzz.png,j,,0,0,0,1,0,0,1,categorization,1,2,27,270,bedrooms,bedrooms,target,None,71.71052631578948,49.81578947368421,60.76315789473685,38,5,5,5,5,5,5,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,36,36,26,,,,,189.9900278749992,,,,,,,,,,,,,190.6930406249594,,j,1,190.63901325000916,None,,,,1,,,,2024-06-22_15h28.29.238,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 15h28.36.290939 +0200,
stimuli/img_yteqw.png,j,,0,0,0,1,0,0,1,categorization,1,2,36,279,bedrooms,bedrooms,target,None,66.83783783783784,43.78378378378378,55.31081081081081,37,4,4,4,5,4,4,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,37,37,35,,,,,190.70318554196274,,,,,,,,,,,,,190.9584207079606,,j,1,190.9752214999753,None,,,,1,,,,2024-06-22_15h28.29.238,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 15h28.36.290939 +0200,
stimuli/img_fqgem.png,j,,0,0,0,1,0,0,1,categorization,1,2,35,278,bedrooms,bedrooms,target,None,80.75,61.475,71.1125,40,8,8,8,8,8,8,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,38,38,34,,,,,191.0037028749939,,,,,,,,,,,,,191.90967199997976,,j,1,191.8175727080088,None,,,,1,,,,2024-06-22_15h28.29.238,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 15h28.36.290939 +0200,
stimuli/img_ic3os.png,j,,0,0,0,1,0,0,1,categorization,1,2,26,269,bedrooms,bedrooms,target,None,84.79069767441861,66.16279069767442,75.47674418604652,43,9,9,9,8,9,9,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,39,39,25,,,,,191.92036795796594,,,,,,,,,,,,,192.59216329199262,,j,1,192.50207995797973,None,,,,1,,,,2024-06-22_15h28.29.238,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 15h28.36.290939 +0200,
stimuli/img_anzgh.png,j,,0,0,0,1,0,0,1,memory,1,2,1,284,bedrooms,bedrooms,target,old,75.10526315789474,55.76315789473684,65.4342105263158,38,6,6,6,6,6,6,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,192.6246135829715,,,,,,,,,,,,,,,,,,,j,194.58096291701077,None,1,,,,2024-06-22_15h28.29.238,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 15h28.36.290939 +0200,
stimuli/img_ose78.png,j,,0,0,0,1,0,0,1,memory,1,2,2,285,bedrooms,bedrooms,target,old,80.19444444444444,60.25,70.22222222222223,36,8,7,7,7,7,7,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,196.07619591697585,,,,,,,,,,,,,,,,,,,j,199.01722737500677,None,1,,,,2024-06-22_15h28.29.238,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 15h28.36.290939 +0200,
stimuli/img_t4hvr.png,j,,0,0,0,1,0,0,1,memory,1,2,3,286,bedrooms,bedrooms,target,old,61.69230769230769,39.76923076923077,50.73076923076923,39,3,3,3,4,3,4,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,199.05352199997287,,,,,,,,,,,,,,,,,,,j,200.81113541696686,None,1,,,,2024-06-22_15h28.29.238,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 15h28.36.290939 +0200,
stimuli/img_qbdgm.png,f,,0,0,0,1,0,0,1,memory,1,2,4,287,bedrooms,bedrooms,None,new,76.88095238095238,60.40476190476191,68.64285714285714,42,7,7,7,7,7,7,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,200.82964049995644,,,,,,,,,,,,,,,,,,,j,201.91901454195613,None,1,,,,2024-06-22_15h28.29.238,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 15h28.36.290939 +0200,
stimuli/img_sfh4b.png,f,,0,0,0,1,0,0,1,memory,1,2,5,288,bedrooms,bedrooms,None,new,69.06521739130434,49.54347826086956,59.30434782608695,46,5,5,5,5,5,5,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,201.93099479196826,,,,,,,,,,,,,,,,,,,j,203.36666137498105,None,1,,,,2024-06-22_15h28.29.238,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 15h28.36.290939 +0200,
stimuli/img_2pnl2.png,j,,0,0,0,1,0,0,1,memory,1,2,6,289,bedrooms,bedrooms,target,old,6.621621621621622,7.135135135135135,6.878378378378379,37,1,1,1,1,1,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,203.3873444579658,,,,,,,,,,,,,,,,,,,j,204.69402979197912,None,1,,,,2024-06-22_15h28.29.238,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 15h28.36.290939 +0200,
stimuli/img_i7vab.png,f,,0,0,0,1,0,0,1,memory,1,2,7,290,bedrooms,bedrooms,None,new,86.4,67.8,77.1,35,9,9,9,9,9,9,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,204.7105038749869,,,,,,,,,,,,,,,,,,,j,205.867570124974,None,1,,,,2024-06-22_15h28.29.238,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 15h28.36.290939 +0200,
stimuli/img_jge7p.png,f,,0,0,0,1,0,0,1,memory,1,2,8,291,bedrooms,bedrooms,None,new,90.42424242424242,75.63636363636364,83.03030303030303,33,10,10,10,10,10,10,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,205.88193483295618,,,,,,,,,,,,,,,,,,,j,206.9245009169681,None,1,,,,2024-06-22_15h28.29.238,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 15h28.36.290939 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.9540969170048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
