stimulus,correct_answer,correct_1,bedrooms_1,living_rooms_1,kitchens_1,kitchens_2,living_rooms_2,bedrooms_2,subject_id,task,block_total,block_scene,trial_block,trial_total,target_cat,category,cond_cat,cond_mem,conceptual,perceptual,typicality,n,p_typicality,p_conceptual,p_perceptual,r_typicality,r_conceptual,r_perceptual,cat_training_trials.thisRepN,cat_training_trials.thisTrialN,cat_training_trials.thisN,cat_training_trials.thisIndex,memo_training_trials.thisRepN,memo_training_trials.thisTrialN,memo_training_trials.thisN,memo_training_trials.thisIndex,categorization_trials.thisRepN,categorization_trials.thisTrialN,categorization_trials.thisN,categorization_trials.thisIndex,kitchen_a_categorization_trials.thisRepN,kitchen_a_categorization_trials.thisTrialN,kitchen_a_categorization_trials.thisN,kitchen_a_categorization_trials.thisIndex,kitchen_a_memotest.thisRepN,kitchen_a_memotest.thisTrialN,kitchen_a_memotest.thisN,kitchen_a_memotest.thisIndex,kitchen_b_categorization_trials.thisRepN,kitchen_b_categorization_trials.thisTrialN,kitchen_b_categorization_trials.thisN,kitchen_b_categorization_trials.thisIndex,kitchen_b_memotest.thisRepN,kitchen_b_memotest.thisTrialN,kitchen_b_memotest.thisN,kitchen_b_memotest.thisIndex,living_a_categorization_trials.thisRepN,living_a_categorization_trials.thisTrialN,living_a_categorization_trials.thisN,living_a_categorization_trials.thisIndex,living_a_memotest.thisRepN,living_a_memotest.thisTrialN,living_a_memotest.thisN,living_a_memotest.thisIndex,living_b_categorization_trials.thisRepN,living_b_categorization_trials.thisTrialN,living_b_categorization_trials.thisN,living_b_categorization_trials.thisIndex,living_b_memotest.thisRepN,living_b_memotest.thisTrialN,living_b_memotest.thisN,living_b_memotest.thisIndex,bed_a_categorization_trials.thisRepN,bed_a_categorization_trials.thisTrialN,bed_a_categorization_trials.thisN,bed_a_categorization_trials.thisIndex,bed_a_memotest.thisRepN,bed_a_memotest.thisTrialN,bed_a_memotest.thisN,bed_a_memotest.thisIndex,bed_b_categorization_trials.thisRepN,bed_b_categorization_trials.thisTrialN,bed_b_categorization_trials.thisN,bed_b_categorization_trials.thisIndex,bed_b_memotest.thisRepN,bed_b_memotest.thisTrialN,bed_b_memotest.thisN,bed_b_memotest.thisIndex,thisRow.t,notes,instructions_cat_2.started,instructions_cat_2.stopped,cat_training_key.keys,cat_training_key.corr,cat_training_key.rt,cat_training_key.duration,memo_training_slider_key_resp.keys,memo_training_slider_key_resp.rt,memo_training_slider_key_resp.duration,bed_b_text_2.started,bed_b_block_no.started,bed_picture_image.started,bed_picture_resp.keys,bed_picture_resp.corr,bed_picture_resp.rt,bed_picture_resp.duration,bed_picture_image.stopped,memotest_task_slider_key_resp.keys,memotest_task_slider_key_resp.rt,memotest_task_slider_key_resp.duration,kitchen_fix.started,kitchen_picture_resp.keys,kitchen_picture_resp.corr,kitchen_picture_resp.rt,kitchen_picture_resp.duration,living_a_text_2.started,living_a_block_no.started,living_picture_image.started,living_picture_resp.keys,living_picture_resp.corr,living_picture_resp.rt,living_picture_resp.duration,living_picture_image.stopped,bed_a_text_2.started,bed_a_block_no.started,living_b_text_2.started,living_b_block_no.started,vpcode,participant,Alter,Geschlecht,Haendigkeit,date,expName,psychopyVersion,frameRate,expStart,
stimuli/img_c0me7.png,j,,0,0,0,1,0,0,1,categorization,2,2,10,211,kitchens,kitchens,target,None,68.4,45.62857142857143,57.01428571428572,35,4,4,4,4,4,4,,,,,,,,,0,1,1,1,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.0909112080117,,,,,,,,,,,,,,,,,,,,,,279.09655454201857,j,1,277.1859756250051,None,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_b89t4.png,f,,0,0,0,1,0,0,1,categorization,2,2,11,212,kitchens,bedrooms,distractor,None,71.41463414634147,47.85365853658536,59.63414634146342,41,5,5,5,5,5,5,,,,,,,,,0,1,1,1,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.42446695803665,,,,,,,,,,,,,,,,,,,,,,280.64410279202275,j,0,281.02725633303635,None,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_s9are.png,j,,0,0,0,1,0,0,1,categorization,2,2,12,213,kitchens,kitchens,target,None,90.14285714285714,75.22857142857143,82.68571428571428,35,10,10,10,10,10,10,,,,,,,,,0,1,1,1,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.0432151670102,,,,,,,,,,,,,,,,,,,,,,283.04619433300104,j,1,283.5221588750137,None,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_a8wvq.png,j,,0,0,0,1,0,0,1,categorization,2,2,13,214,kitchens,kitchens,target,None,86.25925925925925,66.25925925925925,76.25925925925925,27,10,10,10,10,10,10,,,,,,,,,0,1,1,1,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.53325716702966,,,,,,,,,,,,,,,,,,,,,,284.788626958034,j,1,285.34230420802487,None,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_cv9qj.png,j,,0,0,0,1,0,0,1,categorization,2,2,14,215,kitchens,kitchens,target,None,60.34375,35.34375,47.84375,32,3,3,3,3,3,3,,,,,,,,,0,1,1,1,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.36018145800335,,,,,,,,,,,,,,,,,,,,,,287.1478070000303,j,1,286.5256551670027,None,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_uwv6y.png,j,,0,0,0,1,0,0,1,categorization,2,2,15,216,kitchens,kitchens,target,None,78.88888888888889,59.30555555555556,69.09722222222223,36,8,8,8,8,8,8,,,,,,,,,0,1,1,1,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.47493650001707,,,,,,,,,,,,,,,,,,,,,,289.0880338330171,j,1,288.269364583015,None,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_jz3kd.png,j,,0,0,0,1,0,0,1,categorization,2,2,16,217,kitchens,kitchens,target,None,72.79411764705883,51.64705882352941,62.22058823529412,34,6,6,6,6,6,6,,,,,,,,,0,1,1,1,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.4155297499965,,,,,,,,,,,,,,,,,,,,,,290.4551596670062,j,1,289.54345350002404,None,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_i2k07.png,j,,0,0,0,1,0,0,1,categorization,2,2,17,218,kitchens,kitchens,target,None,64.25925925925925,40.92592592592592,52.59259259259259,27,3,3,3,3,3,3,,,,,,,,,0,1,1,1,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.78251445799833,,,,,,,,,,,,,,,,,,,,,,292.0407300000079,j,1,290.9605483750347,None,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_xti0z.png,j,,0,0,0,1,0,0,1,categorization,2,2,18,219,kitchens,kitchens,target,None,81.40625,61.4375,71.421875,32,8,8,8,8,8,8,,,,,,,,,0,1,1,1,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.3659149170271,,,,,,,,,,,,,,,,,,,,,,293.89593695802614,j,1,292.8416595419985,None,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_71mhq.png,f,,0,0,0,1,0,0,1,categorization,2,2,19,220,kitchens,bedrooms,distractor,None,69.34210526315789,47.02631578947368,58.18421052631579,38,5,5,5,5,5,5,,,,,,,,,0,1,1,1,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.2256278329878,,,,,,,,,,,,,,,,,,,,,,295.30494687502505,j,0,295.6426925000269,None,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_lgxzn.png,f,,0,0,0,1,0,0,1,categorization,2,2,20,221,kitchens,living_rooms,distractor,None,73.11363636363636,49.97727272727273,61.54545454545455,44,6,6,6,6,6,5,,,,,,,,,0,1,1,1,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.65932366700144,,,,,,,,,,,,,,,,,,,,,,297.65645666699857,j,0,297.3301765419892,None,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_ua9bs.png,j,,0,0,0,1,0,0,1,categorization,2,2,21,222,kitchens,kitchens,target,None,82,62.23333333333333,72.11666666666667,30,9,9,9,9,9,9,,,,,,,,,0,1,1,1,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.99183066701517,,,,,,,,,,,,,,,,,,,,,,299.45611162501154,j,1,298.07766437501414,None,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_ifebc.png,j,,0,0,0,1,0,0,1,categorization,2,2,22,223,kitchens,kitchens,target,None,84,65.88235294117646,74.94117647058823,34,10,9,9,9,9,9,,,,,,,,,0,1,1,1,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.7922782500391,,,,,,,,,,,,,,,,,,,,,,301.1303055420285,j,1,299.8789945830358,None,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_c79r7.png,j,,0,0,0,1,0,0,1,categorization,2,2,23,224,kitchens,kitchens,target,None,56.26470588235294,34.26470588235294,45.26470588235294,34,2,2,2,2,2,2,,,,,,,,,0,1,1,1,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.45958795800107,,,,,,,,,,,,,,,,,,,,,,303.1070774580003,j,1,301.68700775003526,None,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_7pgd2.png,j,,0,0,0,1,0,0,1,categorization,2,2,24,225,kitchens,kitchens,target,None,78.59375,57.84375,68.21875,32,8,7,7,7,7,7,,,,,,,,,0,1,1,1,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.43341316701844,,,,,,,,,,,,,,,,,,,,,,304.74049829202704,j,1,303.49108720803633,None,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_uy1n4.png,j,,0,0,0,1,0,0,1,categorization,2,2,25,226,kitchens,kitchens,target,None,76.30555555555556,55.33333333333334,65.81944444444444,36,7,7,7,7,7,7,,,,,,,,,0,1,1,1,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.0755080420058,,,,,,,,,,,,,,,,,,,,,,306.263914457988,j,1,306.2572275000275,None,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_05flq.png,j,,0,0,0,1,0,0,1,categorization,2,2,26,227,kitchens,kitchens,target,None,47.10344827586207,25.72413793103448,36.41379310344828,29,1,1,1,1,1,1,,,,,,,,,0,1,1,1,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.5934507920174,,,,,,,,,,,,,,,,,,,,,,308.50766504200874,j,1,307.9730824580183,None,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_uwv6y.png,j,,0,0,0,1,0,0,1,memory,2,2,1,228,kitchens,kitchens,target,old,78.88888888888889,59.30555555555556,69.09722222222223,36,8,8,8,8,8,8,,,,,,,,,0,1,1,1,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.85756949998904,,,,,,,,,,,,,,,,,,,j,312.0930147920153,None,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_s9are.png,j,,0,0,0,1,0,0,1,memory,2,2,2,229,kitchens,kitchens,target,old,90.14285714285714,75.22857142857143,82.68571428571428,35,10,10,10,10,10,10,,,,,,,,,0,1,1,1,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.98361012502573,,,,,,,,,,,,,,,,,,,j,314.63837762502953,None,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_as3da.png,f,,0,0,0,1,0,0,1,memory,2,2,3,230,kitchens,kitchens,None,new,84.53125,63,73.765625,32,9,9,9,9,9,9,,,,,,,,,0,1,1,1,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.64983574999496,,,,,,,,,,,,,,,,,,,j,316.3360194999841,None,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_c0me7.png,j,,0,0,0,1,0,0,1,memory,2,2,4,231,kitchens,kitchens,target,old,68.4,45.62857142857143,57.01428571428572,35,4,4,4,4,4,4,,,,,,,,,0,1,1,1,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.3508227500133,,,,,,,,,,,,,,,,,,,j,318.142658708035,None,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_i2k07.png,j,,0,0,0,1,0,0,1,memory,2,2,5,232,kitchens,kitchens,target,old,64.25925925925925,40.92592592592592,52.59259259259259,27,3,3,3,3,3,3,,,,,,,,,0,1,1,1,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.16719275002833,,,,,,,,,,,,,,,,,,,j,319.5642939170357,None,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_7pgd2.png,j,,0,0,0,1,0,0,1,memory,2,2,6,233,kitchens,kitchens,target,old,78.59375,57.84375,68.21875,32,8,7,7,7,7,7,,,,,,,,,0,1,1,1,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.57725299999584,,,,,,,,,,,,,,,,,,,j,321.7438095830148,None,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_a8wvq.png,j,,0,0,0,1,0,0,1,memory,2,2,7,234,kitchens,kitchens,target,old,86.25925925925925,66.25925925925925,76.25925925925925,27,10,10,10,10,10,10,,,,,,,,,0,1,1,1,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.7558630830026,,,,,,,,,,,,,,,,,,,j,323.36958179203793,None,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_0j24m.png,f,,0,0,0,1,0,0,1,memory,2,2,8,235,kitchens,kitchens,None,new,63.6969696969697,35.75757575757576,49.72727272727273,33,3,3,3,3,3,3,,,,,,,,,0,1,1,1,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.3894701669924,,,,,,,,,,,,,,,,,,,j,325.0438756250078,None,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_ncr40.png,j,,0,0,0,1,0,0,1,memory,2,2,9,236,kitchens,kitchens,target,old,75.66666666666667,54.27272727272727,64.96969696969697,33,6,6,6,6,6,6,,,,,,,,,0,1,1,1,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.06274316698546,,,,,,,,,,,,,,,,,,,j,327.6027473330032,None,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_uspja.png,f,,0,0,0,1,0,0,1,memory,2,2,10,237,kitchens,kitchens,None,new,54.90909090909091,29.12121212121212,42.01515151515152,33,2,2,2,2,2,2,,,,,,,,,0,1,1,1,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.61800945800496,,,,,,,,,,,,,,,,,,,j,329.3709067500313,None,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_qmand.png,f,,0,0,0,1,0,0,1,memory,2,2,11,238,kitchens,kitchens,None,new,86.11764705882354,71.02941176470588,78.57352941176471,34,10,10,10,10,10,10,,,,,,,,,0,1,1,1,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.40093729202636,,,,,,,,,,,,,,,,,,,j,331.4610272499849,None,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_u9f9l.png,f,,0,0,0,1,0,0,1,memory,2,2,12,239,kitchens,kitchens,None,new,77.78571428571429,57.25,67.51785714285714,28,7,7,7,7,7,7,,,,,,,,,0,1,1,1,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.4842470420408,,,,,,,,,,,,,,,,,,,j,333.63184041698696,None,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_oz18d.png,f,,0,0,0,1,0,0,1,memory,2,2,13,240,kitchens,kitchens,None,new,78.93939393939394,61.03030303030303,69.98484848484848,33,8,8,8,8,8,8,,,,,,,,,0,1,1,1,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.65116583299823,,,,,,,,,,,,,,,,,,,j,335.53726254199864,None,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_ifebc.png,j,,0,0,0,1,0,0,1,memory,2,2,14,241,kitchens,kitchens,target,old,84,65.88235294117646,74.94117647058823,34,10,9,9,9,9,9,,,,,,,,,0,1,1,1,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.5568293330143,,,,,,,,,,,,,,,,,,,j,337.4800725420355,None,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_z5osu.png,f,,0,0,0,1,0,0,1,memory,2,2,15,242,kitchens,kitchens,None,new,71.42857142857143,47.34285714285714,59.38571428571429,35,5,5,5,5,5,5,,,,,,,,,0,1,1,1,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.5016653750208,,,,,,,,,,,,,,,,,,,j,339.38676741701784,None,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_t1cr9.png,f,,0,0,0,1,0,0,1,memory,2,2,16,243,kitchens,kitchens,None,new,73.66666666666667,53.51515151515152,63.59090909090909,33,6,6,6,6,6,6,,,,,,,,,0,1,1,1,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.40778633300215,,,,,,,,,,,,,,,,,,,j,341.090100292,None,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_05flq.png,j,,0,0,0,1,0,0,1,memory,2,2,17,244,kitchens,kitchens,target,old,47.10344827586207,25.72413793103448,36.41379310344828,29,1,1,1,1,1,1,,,,,,,,,0,1,1,1,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.1019723750069,,,,,,,,,,,,,,,,,,,j,342.30882412503706,None,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/catch_12_supermarket.jpg,f,,0,0,0,1,0,0,1,memory,2,2,18,245,kitchens,None,None,catch,None,None,None,None,None,None,None,None,None,None,,,,,,,,,0,1,1,1,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.06907537503866,,,,,,,,,,,,,,,,,,,j,345.0870017920388,None,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_84s7n.png,j,,0,0,0,1,0,0,1,memory,2,2,19,246,kitchens,kitchens,target,old,11.03125,2.90625,6.96875,32,1,1,1,1,1,1,,,,,,,,,0,1,1,1,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.1182644580258,,,,,,,,,,,,,,,,,,,j,347.0103119169944,None,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_8fpog.png,f,,0,0,0,1,0,0,1,memory,2,2,20,247,kitchens,kitchens,None,new,85.41666666666667,72.30555555555556,78.86111111111111,36,10,10,10,10,10,10,,,,,,,,,0,1,1,1,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.0287558329874,,,,,,,,,,,,,,,,,,,j,348.5286049169954,None,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_411xa.png,j,,0,0,0,1,0,0,1,memory,2,2,21,248,kitchens,kitchens,target,old,51.03030303030303,28.93939393939394,39.98484848484848,33,2,2,2,2,2,2,,,,,,,,,0,1,1,1,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.53958566702204,,,,,,,,,,,,,,,,,,,j,350.22194337501423,None,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_h1yyu.png,f,,0,0,0,1,0,0,1,memory,2,2,22,249,kitchens,kitchens,None,new,64.8529411764706,46.61764705882353,55.73529411764706,34,4,4,4,4,4,4,,,,,,,,,0,1,1,1,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.24040229199454,,,,,,,,,,,,,,,,,,,j,352.62905320798745,None,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_xesl0.png,j,,0,0,0,1,0,0,1,memory,2,2,23,250,kitchens,kitchens,target,old,69.28571428571429,47.35714285714285,58.32142857142857,28,5,5,5,5,5,5,,,,,,,,,0,1,1,1,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.64114683301887,,,,,,,,,,,,,,,,,,,j,354.80386341700796,None,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_ua9bs.png,j,,0,0,0,1,0,0,1,memory,2,2,24,251,kitchens,kitchens,target,old,82,62.23333333333333,72.11666666666667,30,9,9,9,9,9,9,,,,,,,,,0,1,1,1,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.8240789999836,,,,,,,,,,,,,,,,,,,j,356.54907566698967,None,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_l9t30.png,f,,0,0,0,1,0,0,1,memory,2,2,25,252,kitchens,kitchens,None,new,67.2,43.14285714285715,55.17142857142858,35,4,4,4,4,4,4,,,,,,,,,0,1,1,1,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.56858854199527,,,,,,,,,,,,,,,,,,,j,358.2042225000332,None,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
stimuli/img_uy1n4.png,j,,0,0,0,1,0,0,1,memory,2,2,26,253,kitchens,kitchens,target,old,76.30555555555556,55.33333333333334,65.81944444444444,36,7,7,7,7,7,7,,,,,,,,,0,1,1,1,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.2256662499858,,,,,,,,,,,,,,,,,,,j,360.72722566704033,None,,,,,,,,,,,,,,,,,,,1,,,,2024-06-18_12h23.11.127,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-18 12h23.58.114316 +0200,
